,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
1819,이카플러그,명지 더샾 퍼스트월드3단지1(301동),11,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1820,이카플러그,명지 더샾 퍼스트월드3단지1(301동),12,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1821,이카플러그,명지 더샾 퍼스트월드3단지1(301동),13,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1822,이카플러그,명지 더샾 퍼스트월드3단지2(303동),1,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1823,이카플러그,명지 더샾 퍼스트월드3단지2(303동),2,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1824,이카플러그,명지 더샾 퍼스트월드3단지2(303동),3,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1825,이카플러그,명지 더샾 퍼스트월드3단지2(303동),11,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1826,이카플러그,명지 더샾 퍼스트월드3단지2(303동),12,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1827,이카플러그,명지 더샾 퍼스트월드3단지2(303동),13,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1828,이카플러그,명지 더샾 퍼스트월드3단지3(304동),1,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1829,이카플러그,명지 더샾 퍼스트월드3단지3(304동),2,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1830,이카플러그,명지 더샾 퍼스트월드3단지3(304동),11,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1831,이카플러그,명지 더샾 퍼스트월드3단지4(306동),1,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1832,이카플러그,명지 더샾 퍼스트월드3단지4(306동),2,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1833,이카플러그,명지 더샾 퍼스트월드3단지4(306동),11,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1834,이카플러그,명지 더샾 퍼스트월드3단지5(309동),1,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1835,이카플러그,명지 더샾 퍼스트월드3단지5(309동),2,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1836,이카플러그,명지 더샾 퍼스트월드3단지5(309동),11,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1837,이카플러그,명지 더샾 퍼스트월드3단지5(309동),12,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)",거주자외 출입제한,"명지국제2로 41(명지동, 더샵 명지퍼스트월드 3단지)(명지퍼스트월드 3단지)"
1838,이카플러그,부산 (주)미음보쉬정비,1,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단로 118옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,과학산단로 118옥외주차장
1839,이카플러그,부산 (주)미음보쉬정비,2,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단로 118옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,과학산단로 118옥외주차장
1840,이카플러그,부산 (주)세웅정비(본점),1,AC완속,부산광역시,강서구,부산광역시 강서구 녹산산업북로193번길 35구내주차장,시설 상황에 따라 이용이 제한될 수 있음,녹산산업북로193번길 35구내주차장
1841,이카플러그,부산 (주)세웅정비(본점),2,AC완속,부산광역시,강서구,부산광역시 강서구 녹산산업북로193번길 35구내주차장,시설 상황에 따라 이용이 제한될 수 있음,녹산산업북로193번길 35구내주차장
1842,이카플러그,부산 (주)세웅정비(지점),1,AC완속,부산광역시,강서구,부산광역시 강서구 녹산산업북로 171구내주차장,시설 상황에 따라 이용이 제한될 수 있음,녹산산업북로 171구내주차장
1843,이카플러그,부산 (주)세웅정비(지점),2,AC완속,부산광역시,강서구,부산광역시 강서구 녹산산업북로 171구내주차장,시설 상황에 따라 이용이 제한될 수 있음,녹산산업북로 171구내주차장
1844,이카플러그,부산 ㈜대한정비공업사,1,AC완속,부산광역시,금정구,부산광역시 금정구 공단서로 5구내주차장,시설 상황에 따라 이용이 제한될 수 있음,공단서로 5구내주차장
1845,이카플러그,부산 ㈜대한정비공업사,2,AC완속,부산광역시,금정구,부산광역시 금정구 공단서로 5구내주차장,시설 상황에 따라 이용이 제한될 수 있음,공단서로 5구내주차장
1846,이카플러그,부산 ㈜덕산1급정비,1,AC완속,부산광역시,사하구,부산광역시 사하구 하신중앙로 59구내주차장,시설 상황에 따라 이용이 제한될 수 있음,하신중앙로 59구내주차장
1847,이카플러그,부산 ㈜덕산1급정비,2,AC완속,부산광역시,사하구,부산광역시 사하구 하신중앙로 59구내주차장,시설 상황에 따라 이용이 제한될 수 있음,하신중앙로 59구내주차장
1848,이카플러그,부산 ㈜신기림,1,AC완속,부산광역시,금정구,부산광역시 금정구 공단서로18번길 76구내주차장,시설 상황에 따라 이용이 제한될 수 있음,공단서로18번길 76구내주차장
1849,이카플러그,부산 ㈜신기림,2,AC완속,부산광역시,금정구,부산광역시 금정구 공단서로18번길 76구내주차장,시설 상황에 따라 이용이 제한될 수 있음,공단서로18번길 76구내주차장
1850,이카플러그,부산 감천정비공업사,1,AC완속,부산광역시,사하구,부산광역시 사하구 감천로42번길 17구내주차장,시설 상황에 따라 이용이 제한될 수 있음,감천로42번길 17구내주차장
1851,이카플러그,부산 감천정비공업사,2,AC완속,부산광역시,사하구,부산광역시 사하구 감천로42번길 17구내주차장,시설 상황에 따라 이용이 제한될 수 있음,감천로42번길 17구내주차장
1852,이카플러그,부산 금양프라자,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 395지하1층주차장,지하1층주차장,정관읍 정관로 395지하1층주차장
1853,이카플러그,부산 금양프라자,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 395지하1층주차장,지하1층주차장,정관읍 정관로 395지하1층주차장
1854,이카플러그,부산 금정로젠택배,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관상곡2길 59-30옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관상곡2길 59-30옥외주차장
1855,이카플러그,부산 금정부품센타,1,AC완속,부산광역시,금정구,부산광역시 금정구 금정로 107-2구내주차장(383-11 금정부품센타(주)),차량정비 고객으로 제한,금정로 107-2구내주차장(383-11 금정부품센타(주))
1856,이카플러그,부산 금정부품센타,2,AC완속,부산광역시,금정구,부산광역시 금정구 금정로 107-2구내주차장(383-11 금정부품센타(주)),차량정비 고객으로 제한,금정로 107-2구내주차장(383-11 금정부품센타(주))
1857,이카플러그,부산 금정부품센타,3,AC완속,부산광역시,금정구,부산광역시 금정구 금정로 107-2구내주차장(383-11 금정부품센타(주)),차량정비 고객으로 제한,금정로 107-2구내주차장(383-11 금정부품센타(주))
1858,이카플러그,부산 대양특장정비,1,AC완속,부산광역시,사상구,부산광역시 사상구 낙동대로 836옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,낙동대로 836옥외주차장
1859,이카플러그,부산 대양특장정비,2,AC완속,부산광역시,사상구,부산광역시 사상구 낙동대로 836옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,낙동대로 836옥외주차장
1860,이카플러그,부산 두산자동차종합정비,1,AC완속,부산광역시,강서구,부산광역시 강서구 녹산산업북로 189구내주차장,시설 상황에 따라 이용이 제한될 수 있음,녹산산업북로 189구내주차장
1861,이카플러그,부산 두산자동차종합정비,2,AC완속,부산광역시,강서구,부산광역시 강서구 녹산산업북로 189구내주차장,시설 상황에 따라 이용이 제한될 수 있음,녹산산업북로 189구내주차장
1862,이카플러그,부산 문현삼성힐타워,1,AC완속,부산광역시,남구,부산광역시 남구 전포대로 26주차장,거주자외 출입제한,포대로 26주차장
1863,이카플러그,부산 문현삼성힐타워,2,AC완속,부산광역시,남구,부산광역시 남구 전포대로 26주차장,거주자외 출입제한,포대로 26주차장
1864,이카플러그,부산 문현삼성힐타워,3,AC완속,부산광역시,남구,부산광역시 남구 전포대로 26주차장,거주자외 출입제한,포대로 26주차장
1865,이카플러그,부산 문현삼성힐타워,4,AC완속,부산광역시,남구,부산광역시 남구 전포대로 26주차장,거주자외 출입제한,포대로 26주차장
1866,이카플러그,부산 문현삼성힐타워,5,AC완속,부산광역시,남구,부산광역시 남구 전포대로 26주차장,거주자외 출입제한,포대로 26주차장
1867,이카플러그,부산 문현삼성힐타워,6,AC완속,부산광역시,남구,부산광역시 남구 전포대로 26주차장,거주자외 출입제한,포대로 26주차장
1868,이카플러그,부산 문현삼성힐타워,7,AC완속,부산광역시,남구,부산광역시 남구 전포대로 26주차장,거주자외 출입제한,포대로 26주차장
1869,이카플러그,부산 문현삼성힐타워,8,AC완속,부산광역시,남구,부산광역시 남구 전포대로 26주차장,거주자외 출입제한,포대로 26주차장
1870,이카플러그,부산 문현삼성힐타워,9,AC완속,부산광역시,남구,부산광역시 남구 전포대로 26주차장,거주자외 출입제한,포대로 26주차장
1871,이카플러그,부산 문현세종그랑시아,1,AC완속,부산광역시,남구,부산광역시 남구 수영로 12지하주차장4층,시설 상황에 따라 이용이 제한될 수 있음,영로 12지하주차장4층
1872,이카플러그,부산 문현세종그랑시아,2,AC완속,부산광역시,남구,부산광역시 남구 수영로 12지하주차장4층,시설 상황에 따라 이용이 제한될 수 있음,영로 12지하주차장4층
1873,이카플러그,부산 문현세종그랑시아,3,AC완속,부산광역시,남구,부산광역시 남구 수영로 12지하주차장4층,시설 상황에 따라 이용이 제한될 수 있음,영로 12지하주차장4층
1874,이카플러그,부산 문현세종그랑시아,4,AC완속,부산광역시,남구,부산광역시 남구 수영로 12지하주차장4층,시설 상황에 따라 이용이 제한될 수 있음,영로 12지하주차장4층
1875,이카플러그,부산 문현세종그랑시아,5,AC완속,부산광역시,남구,부산광역시 남구 수영로 12지하주차장4층,시설 상황에 따라 이용이 제한될 수 있음,영로 12지하주차장4층
1876,이카플러그,부산 문현세종그랑시아,6,AC완속,부산광역시,남구,부산광역시 남구 수영로 12지하주차장4층,시설 상황에 따라 이용이 제한될 수 있음,영로 12지하주차장4층
1877,이카플러그,부산 부경모터스 밧데리할인마트,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관4로 71옥외주차장,밤12시~아침7까지 이용가능,정관읍 정관4로 71옥외주차장
1878,이카플러그,부산 부경모터스 밧데리할인마트,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관4로 71옥외주차장,밤12시~아침7까지 이용가능,정관읍 정관4로 71옥외주차장
1879,이카플러그,부산 부산명지더에듀팰리스부영,1,AC완속,부산광역시,강서구,부산광역시 강서구 명지국제7로 110구내주차장,거주자외 출입제한,명지국제7로 110구내주차장
1880,이카플러그,부산 부산명지더에듀팰리스부영,2,AC완속,부산광역시,강서구,부산광역시 강서구 명지국제7로 110구내주차장,거주자외 출입제한,명지국제7로 110구내주차장
1881,이카플러그,부산 부산명지더에듀팰리스부영,3,AC완속,부산광역시,강서구,부산광역시 강서구 명지국제7로 110구내주차장,거주자외 출입제한,명지국제7로 110구내주차장
1882,이카플러그,부산 부산명지더에듀팰리스부영,4,AC완속,부산광역시,강서구,부산광역시 강서구 명지국제7로 110구내주차장,거주자외 출입제한,명지국제7로 110구내주차장
1883,이카플러그,부산 부산명지더에듀팰리스부영,5,AC완속,부산광역시,강서구,부산광역시 강서구 명지국제7로 110구내주차장,거주자외 출입제한,명지국제7로 110구내주차장
1884,이카플러그,부산 부산명지더에듀팰리스부영,6,AC완속,부산광역시,강서구,부산광역시 강서구 명지국제7로 110구내주차장,거주자외 출입제한,명지국제7로 110구내주차장
1885,이카플러그,부산 부산명지더에듀팰리스부영,7,AC완속,부산광역시,강서구,부산광역시 강서구 명지국제7로 110구내주차장,거주자외 출입제한,명지국제7로 110구내주차장
1886,이카플러그,부산 브라운도트호텔 송정점,1,AC완속,부산광역시,해운대구,부산광역시 해운대구 송정광어골로 30옥외주차장,시설 상황에 따라 이용이 제한될 수 있음, 송정광어골로 30옥외주차장
1887,이카플러그,부산 브라운도트호텔 송정점,2,AC완속,부산광역시,해운대구,부산광역시 해운대구 송정광어골로 30옥외주차장,시설 상황에 따라 이용이 제한될 수 있음, 송정광어골로 30옥외주차장
1888,이카플러그,부산 삼화상사,1,AC완속,부산광역시,금정구,부산광역시 금정구 반송로 461옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,반송로 461옥외주차장
1889,이카플러그,부산 석탑사,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 용수공단2길 70-14구내주차장,시설 상황에 따라 이용이 제한될 수 있음,정관읍 용수공단2길 70-14구내주차장
1890,이카플러그,부산 석탑사,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 용수공단2길 70-14구내주차장,시설 상황에 따라 이용이 제한될 수 있음,정관읍 용수공단2길 70-14구내주차장
1891,이카플러그,부산 센텀프리미어호텔,1,AC완속,부산광역시,해운대구,부산광역시 해운대구 센텀1로 17주차장,시설 상황에 따라 이용이 제한될 수 있음, 센텀1로 17주차장
1892,이카플러그,부산 센텀프리미어호텔,2,AC완속,부산광역시,해운대구,부산광역시 해운대구 센텀1로 17주차장,시설 상황에 따라 이용이 제한될 수 있음, 센텀1로 17주차장
1893,이카플러그,부산 센텀프리미어호텔,3,AC완속,부산광역시,해운대구,부산광역시 해운대구 센텀1로 17주차장,시설 상황에 따라 이용이 제한될 수 있음, 센텀1로 17주차장
1894,이카플러그,부산 센텀프리미어호텔,4,AC완속,부산광역시,해운대구,부산광역시 해운대구 센텀1로 17주차장,시설 상황에 따라 이용이 제한될 수 있음, 센텀1로 17주차장
1895,이카플러그,부산 신일정비,1,AC완속,부산광역시,동래구,부산광역시 동래구 반송로 222옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,반송로 222옥외주차장
1896,이카플러그,부산 신일정비,2,AC완속,부산광역시,동래구,부산광역시 동래구 반송로 222옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,반송로 222옥외주차장
1897,이카플러그,부산 우동신동아아파트,1,AC완속,부산광역시,해운대구,부산광역시 해운대구 우동1로 9-28구내주차장,시설 상황에 따라 이용이 제한될 수 있음, 우동1로 9-28구내주차장
1898,이카플러그,부산 우동신동아아파트,2,AC완속,부산광역시,해운대구,부산광역시 해운대구 우동1로 9-28구내주차장,시설 상황에 따라 이용이 제한될 수 있음, 우동1로 9-28구내주차장
1899,이카플러그,부산 이진스카이빌,1,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 차성서로 158-12구내주차장,거주자외 출입제한,기장읍 차성서로 158-12구내주차장
1900,이카플러그,부산 이진스카이빌,2,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 차성서로 158-12구내주차장,거주자외 출입제한,기장읍 차성서로 158-12구내주차장
1901,이카플러그,부산 이진스카이빌,3,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 차성서로 158-12구내주차장,거주자외 출입제한,기장읍 차성서로 158-12구내주차장
1902,이카플러그,부산 정관밧데리,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 용수로 93옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,정관읍 용수로 93옥외주차장
1903,이카플러그,부산 정관밧데리,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 용수로 93옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,정관읍 용수로 93옥외주차장
1904,이카플러그,부산 제일프라자,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 489지하주차장,시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 489지하주차장
1905,이카플러그,부산 제일프라자,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 489지하주차장,시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 489지하주차장
1906,이카플러그,부산 조은종합정비,1,AC완속,부산광역시,강서구,부산광역시 강서구 화전산단5로74번길 6옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,화전산단5로74번길 6옥외주차장
1907,이카플러그,부산 조은종합정비,2,AC완속,부산광역시,강서구,부산광역시 강서구 화전산단5로74번길 6옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,화전산단5로74번길 6옥외주차장
1908,이카플러그,부산 초원숲속가든,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 병산1길 18구내주차장,시설 상황에 따라 이용이 제한될 수 있음,정관읍 병산1길 18구내주차장
1909,이카플러그,부산 케이에스자동차정비,1,AC완속,부산광역시,사하구,부산광역시 사하구 을숙도대로677번길 12구내주차장,시설 상황에 따라 이용이 제한될 수 있음,을숙도대로677번길 12구내주차장
1910,이카플러그,부산 케이에스자동차정비,2,AC완속,부산광역시,사하구,부산광역시 사하구 을숙도대로677번길 12구내주차장,시설 상황에 따라 이용이 제한될 수 있음,을숙도대로677번길 12구내주차장
1911,이카플러그,부산기계공구판매업협동조합(티플렉스1단지),1,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 41옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 41옥외주차장
1912,이카플러그,부산기계공구판매업협동조합(티플렉스1단지),2,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 41옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 41옥외주차장
1913,이카플러그,부산기계공구판매업협동조합(티플렉스1단지),3,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 41옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 41옥외주차장
1914,이카플러그,부산기계공구판매업협동조합(티플렉스1단지),4,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 41옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 41옥외주차장
1915,이카플러그,부산기계공구판매업협동조합(티플렉스1단지),5,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 41옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 41옥외주차장
1916,이카플러그,부산기계공구판매업협동조합(티플렉스1단지),6,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 41옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 41옥외주차장
1917,이카플러그,부산기계공구판매업협동조합(티플렉스1단지),7,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 41옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 41옥외주차장
1918,이카플러그,부산기계공구판매업협동조합(티플렉스1단지),8,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 41옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 41옥외주차장
1919,이카플러그,부산기계공구판매업협동조합(티플렉스2단지),1,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 50옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 50옥외주차장
1920,이카플러그,부산기계공구판매업협동조합(티플렉스2단지),2,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 50옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 50옥외주차장
1921,이카플러그,부산기계공구판매업협동조합(티플렉스2단지),3,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 50옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 50옥외주차장
1922,이카플러그,부산기계공구판매업협동조합(티플렉스2단지),4,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 50옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 50옥외주차장
1923,이카플러그,부산기계공구판매업협동조합(티플렉스2단지),5,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 50옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 50옥외주차장
1924,이카플러그,부산기계공구판매업협동조합(티플렉스2단지),6,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 50옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 50옥외주차장
1925,이카플러그,부산기계공구판매업협동조합(티플렉스2단지),7,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 50옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 50옥외주차장
1926,이카플러그,부산기계공구판매업협동조합(티플렉스2단지),8,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 50옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 50옥외주차장
1927,이카플러그,부산기계공구판매업협동조합(티플렉스2단지),9,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 50옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 50옥외주차장
1928,이카플러그,부산기계공구판매업협동조합(티플렉스2단지),10,AC완속,부산광역시,강서구,부산광역시 강서구 유통단지1로 50옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,유통단지1로 50옥외주차장
1929,이카플러그,부산시자동차검사정비사업조합,1,AC완속,부산광역시,부산진구,부산광역시 부산진구 중앙대로 891지하1층주차장,시설 상황에 따라 이용이 제한될 수 있음, 중앙대로 891지하1층주차장
1930,이카플러그,부산시자동차검사정비사업조합,2,AC완속,부산광역시,부산진구,부산광역시 부산진구 중앙대로 891지하1층주차장,시설 상황에 따라 이용이 제한될 수 있음, 중앙대로 891지하1층주차장
1931,이카플러그,서면2차 봄여름가을겨울,1,AC완속,부산광역시,부산진구,"부산광역시 부산진구 신천대로197번길 15(당감동, 서면2차봄여름가을겨울)(1024 서면2차봄여름가을겨울)",거주자외 출입제한," 신천대로197번길 15(당감동, 서면2차봄여름가을겨울)(1024 서면2차봄여름가을겨울)"
1932,이카플러그,서면2차 봄여름가을겨울,2,AC완속,부산광역시,부산진구,"부산광역시 부산진구 신천대로197번길 15(당감동, 서면2차봄여름가을겨울)(1024 서면2차봄여름가을겨울)",거주자외 출입제한," 신천대로197번길 15(당감동, 서면2차봄여름가을겨울)(1024 서면2차봄여름가을겨울)"
1933,이카플러그,서면2차 봄여름가을겨울,3,AC완속,부산광역시,부산진구,"부산광역시 부산진구 신천대로197번길 15(당감동, 서면2차봄여름가을겨울)(1024 서면2차봄여름가을겨울)",거주자외 출입제한," 신천대로197번길 15(당감동, 서면2차봄여름가을겨울)(1024 서면2차봄여름가을겨울)"
1934,이카플러그,서면2차 봄여름가을겨울,11,AC완속,부산광역시,부산진구,"부산광역시 부산진구 신천대로197번길 15(당감동, 서면2차봄여름가을겨울)(1024 서면2차봄여름가을겨울)",거주자외 출입제한," 신천대로197번길 15(당감동, 서면2차봄여름가을겨울)(1024 서면2차봄여름가을겨울)"
1935,이카플러그,서면2차 봄여름가을겨울,12,AC완속,부산광역시,부산진구,"부산광역시 부산진구 신천대로197번길 15(당감동, 서면2차봄여름가을겨울)(1024 서면2차봄여름가을겨울)",거주자외 출입제한," 신천대로197번길 15(당감동, 서면2차봄여름가을겨울)(1024 서면2차봄여름가을겨울)"
1936,이카플러그,아라트리움 충전소,1,AC완속,부산광역시,해운대구,"부산광역시 해운대구 마린시티1로 127(우동, 아라트리움)(1436-2 아라트리움)",거주자외 출입제한," 마린시티1로 127(우동, 아라트리움)(1436-2 아라트리움)"
1937,이카플러그,아라트리움 충전소,11,AC완속,부산광역시,해운대구,"부산광역시 해운대구 마린시티1로 127(우동, 아라트리움)(1436-2 아라트리움)",거주자외 출입제한," 마린시티1로 127(우동, 아라트리움)(1436-2 아라트리움)"
1938,이카플러그,연산동일동미라주1 충전소,1,AC완속,부산광역시,연제구,"부산광역시 연제구 반송로 80(연산동, 연산동 일동 미라주 더 스타)(더 스타)",거주자외 출입제한,"반송로 80(연산동, 연산동 일동 미라주 더 스타)(더 스타)"
1939,이카플러그,연산동일동미라주1 충전소,2,AC완속,부산광역시,연제구,"부산광역시 연제구 반송로 80(연산동, 연산동 일동 미라주 더 스타)(더 스타)",거주자외 출입제한,"반송로 80(연산동, 연산동 일동 미라주 더 스타)(더 스타)"
1940,이카플러그,연산동일동미라주1 충전소,11,AC완속,부산광역시,연제구,"부산광역시 연제구 반송로 80(연산동, 연산동 일동 미라주 더 스타)(더 스타)",거주자외 출입제한,"반송로 80(연산동, 연산동 일동 미라주 더 스타)(더 스타)"
